"","nume","pret_aug","nomenclator","pret_sept","nume_sept","scor_aug_sept","pret_oct","nume_oct","scor_aug_oct","pret_noi","nume_noi","scor_aug_noi"
"480","penne rigate din grau dur 500g baneasa",3.94,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",4.88,"penne rigate din grau dur 500g baneasa",101,2.49,"penne rigate din grau dur 500g 365",94,2.49,"penne rigate din grau dur 500g 365",94
"481","paste fainoase farfalle 500g panzani",5.54,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",5.72,"paste fainoase farfalle 500g panzani",101,5.7,"farfalle panzani 500g",100,5.55,"farfalle panzani 500g",100
"482","spaghetti integrale din grau dur 500g baneasa",4.65,"spaghetti - indigene (pachet  de 400-500 g) ",5.77,"spaghetti integrale din grau dur 500g baneasa",101,2.8,"gris de grau 500g baneasa",81,2.8,"gris de grau 500g baneasa",81
"483","tagliatelle cu ou 500g delhaize",7.99,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",8.59,"tagliatelle cu ou 500g delhaize",101,15.99,"tagliatelle cu somon 450g delhaize",89,15.99,"tagliatelle cu somon 450g delhaize",89
"484","paste fainoase spaghetti italiene 500g jamie oliver",9.99,"spaghetti - import (pachet  de 500 g) ",10.59,"paste fainoase spaghetti italiene 500g jamie oliver",101,6.87,"paste penne italiene jamie oliver 500g",91,6.87,"paste penne italiene jamie oliver 500g",91
"485","orez rotund bob cu bob 1kg riso scotti",6.41,"orez cu bob rotund, preambalat  ",7.72,"orez rotund bob cu bob 1kg riso scotti",101,7.29,"orez rotund bob cu bob 1kg riso scotti",101,7.29,"orez rotund bob cu bob 1kg riso scotti",101
"486","orez brun cu bob lung 1kg delhaize",7.99,"orez cu bob lung, preambalat  ",8.59,"orez brun cu bob lung 1kg delhaize",101,7.99,"orez brun cu bob lung 1kg delhaize",101,7.99,"orez brun cu bob lung 1kg delhaize",101
"487","orez colosal bob cu bob 1kg riso scotti",7.53,"orez cu bob rotund, preambalat  ",7.39,"orez colosal bob cu bob 1kg riso scotti",101,7.69,"orez colosal bob cu bob 1kg riso scotti",101,7.69,"orez colosal bob cu bob 1kg riso scotti",101
"488","orez premium bob mare 1 kg atifco foods",6.39,"orez cu bob rotund, preambalat  ",6.99,"orez premium bob mare 1 kg atifco foods",101,6.49,"orez premium bob mare 1 kg atifco foods",101,6.49,"orez premium bob mare 1 kg atifco foods",101
"489","orez cu bob lung 4 plicuri 250g uncle ben's",5,"orez cu bob lung, preambalat  ",6.15,"orez cu bob lung 4 plicuri 250g uncle ben's",101,5.55,"orez cu bob lung 4 plicuri 250g uncle ben's",101,5.55,"orez cu bob lung 4 plicuri 250g uncle ben's",101
"490","orez bob rotund 1kg 365",5.79,"orez cu bob rotund, preambalat  ",6.39,"orez bob rotund 1kg 365",101,5.79,"orez bob rotund 1kg 365",101,5.79,"orez bob rotund 1kg 365",101
"491","orez cu bob rotund 1kg atifco",6.03,"orez cu bob rotund, preambalat  ",6.71,"orez cu bob rotund 1kg atifco",101,6.82,"orez cu bob rotund 1kg atifco",101,6.82,"orez cu bob rotund 1kg atifco",101
"492","orez mare bob cu bob 1kg riso scotti",7.33,"orez cu bob rotund, preambalat  ",7.93,"orez mare bob cu bob 1kg riso scotti",101,7.33,"orez mare bob cu bob 1kg riso scotti",101,7.33,"orez mare bob cu bob 1kg riso scotti",101
"493","orez alb cu bob rotund 1kg krina",4.99,"orez cu bob rotund, preambalat  ",5.59,"orez alb cu bob rotund 1kg krina",101,4.99,"orez alb cu bob rotund 1kg krina",101,4.99,"orez alb cu bob rotund 1kg krina",101
"494","orez cu bob rotund pentru sarmale 1kg deroni",6.94,"orez cu bob rotund, preambalat  ",7.46,"orez cu bob rotund pentru sarmale 1kg deroni",101,6.68,"orez cu bob rotund pentru sarmale 1kg deroni",101,6.68,"orez cu bob rotund pentru sarmale 1kg deroni",101
"495","orez cu bob mare extra 1kg krina",5.99,"orez cu bob rotund, preambalat  ",7.19,"orez cu bob mare extra 1kg krina",101,6.59,"orez cu bob mare extra 1kg krina",101,6.59,"orez cu bob mare extra 1kg krina",101
"496","orez cu bob lung prefiert 1kg 365",5.99,"orez prefiert  ",6.59,"orez cu bob lung prefiert 1kg 365",101,2.99,"orez cu bob lung 1kg rizbo",87,2.99,"orez cu bob lung 1kg rizbo",87
"497","orez lung bob cu bob 1kg riso scotti",5.87,"orez cu bob rotund, preambalat  ",6.78,"orez lung bob cu bob 1kg riso scotti",101,6.52,"orez lung bob cu bob 1kg riso scotti",101,6.52,"orez lung bob cu bob 1kg riso scotti",101
"498","orez bob clasic 1kg 365",5.49,"orez cu bob rotund, preambalat  ",6.09,"orez bob clasic 1kg 365",101,5.49,"orez bob clasic 1kg 365",101,5.49,"orez bob clasic 1kg 365",101
"499","orez cu bob lung 500g panzani",3.58,"orez cu bob lung, preambalat  ",3.67,"orez cu bob lung 500g panzani",101,3.58,"orez cu bob lung 500g panzani",101,3.58,"orez cu bob lung 500g panzani",101
"500","orez pofta buna 1kg atifco",7.99,"orez cu bob rotund, preambalat  ",8.59,"orez pofta buna 1kg atifco",101,7.99,"orez pofta buna 1kg atifco",101,7.99,"orez pofta buna 1kg atifco",101
"501","orez bob cu bob camolino 1kg scotti",8.56,"orez cu bob rotund, preambalat  ",9.16,"orez bob cu bob camolino 1kg scotti",101,8.76,"orez bob cu bob camolino 1kg scotti",101,8.76,"orez bob cu bob camolino 1kg scotti",101
"502","orez cu bob mare 1kg deroni",6.69,"orez cu bob rotund, preambalat  ",7.09,"orez cu bob mare 1kg deroni",101,6.69,"orez cu bob mare 1kg deroni",101,6.69,"orez cu bob mare 1kg deroni",101
"503","orez cu bob mare 500g agrino",4.69,"orez cu bob rotund, preambalat  ",2.69,"orez cu bob mare panzani 500g",86,4.69,"orez cu bob mare 500g agrino",101,4.69,"orez cu bob mare 500g agrino",101
"504","cafea boabe selected 1kg doncafe",47.69,"cafea naturala boabe - vrac  ",48.29,"cafea boabe selected 1kg doncafe",101,47.87,"cafea boabe selected 1kg doncafe",101,47.87,"cafea boabe selected 1kg doncafe",101
"505","cafea turceasca macinata si prajita 100g mehmet efendi",9.15,"cafea naturala macinata (plic  de 100 g) ",9.37,"cafea turceasca macinata si prajita 100g mehmet efendi",101,8.95,"cafea turceasca macinata si prajita 100g mehmet efendi",101,8.95,"cafea turceasca macinata si prajita 100g mehmet efendi",101
"506","cafea boabe prajite 1kg stretto",43.7,"cafea naturala boabe - vrac  ",45.57,"cafea boabe prajite 1kg stretto",101,47.9,"cafea boabe prajite 1kg stretto",101,47.9,"cafea boabe prajite 1kg stretto",101
"507","cafea macinata si prajita kronung 100g jacobs",4.99,"cafea naturala macinata (plic  de 100 g) ",5.69,"cafea macinata si prajita kronung 100g jacobs",101,5.14,"cafea macinata si prajita kronung 100g jacobs",101,5.14,"cafea macinata si prajita kronung 100g jacobs",101
"508","cafea macinata si prajita decofeinizata kronung 250g jacobs",15.39,"cafea decofeinizata (punga de  250 g) ",16.99,"cafea macinata si prajita decofeinizata kronung 250g jacobs",101,16.68,"cafea macinata si prajita decofeinizata kronung 250g jacobs",101,16.68,"cafea macinata si prajita decofeinizata kronung 250g jacobs",101
"509","cafea prajita si macinata decofeinizata exclusive 250g tchibo",13.66,"cafea decofeinizata (punga de  250 g) ",13.85,"cafea prajita si macinata decofeinizata exclusive 250g tchibo",101,13.65,"cafea prajita si macinata decofeinizata exclusive 250g tchibo",101,13.65,"cafea prajita si macinata decofeinizata exclusive 250g tchibo",101
"510","cafea macinata si prajita 100g nova brasilia",3.72,"cafea naturala macinata (plic  de 100 g) ",4.32,"cafea macinata si prajita 100g nova brasilia",101,3.54,"nova brasilia cafea 100g",100,3.54,"nova brasilia cafea 100g",100
"511","cafea prajita si macinata 100g fort",3.28,"cafea naturala macinata (plic  de 100 g) ",4.05,"cafea prajita si macinata 100g fort",101,3,"cafea prajita si macinata fort 100g",100,3,"cafea prajita si macinata fort 100g",100
"512","cafea prajita si macinata decofeinizata 250g doncafe",16.29,"cafea decofeinizata (punga de  250 g) ",16.89,"cafea prajita si macinata decofeinizata 250g doncafe",101,15.25,"doncafe cafea 250g",100,15.25,"doncafe cafea 250g",100
"513","cafea prajita si macinata selected 100g doncafe",5.15,"cafea naturala macinata (plic  de 100 g) ",5.75,"cafea prajita si macinata selected 100g doncafe",101,4.9,"cafea prajita si macinata doncafe selected 100g",100,4.9,"cafea prajita si macinata doncafe selected 100g",100
"514","cafea prajita si macinata elita 100g doncafe",4.02,"cafea naturala macinata (plic  de 100 g) ",4.79,"cafea prajita si macinata elita 100g doncafe",101,3.81,"doncafe elita cafea 100g",100,3.81,"doncafe elita cafea 100g",100
"515","cafea espresso decofeinizata 250g illy",34.99,"cafea decofeinizata (punga de  250 g) ",35.59,"cafea espresso decofeinizata 250g illy",101,34.99,"cafea espresso decorata 250g illy",90,34.99,"cafea espresso decorata 250g illy",90
"516","apa minerala carbogazoasa 1.5l borsec",2.09,"apa minerala carbogazoasa  (sticla plastic de 1500 ml) ",2.62,"apa minerala carbogazoasa 1.5l borsec",101,2.19,"apa minerala carbogazoasa 1.5l borsec",101,2.19,"apa minerala carbogazoasa 1.5l borsec",101
"517","apa minerala necarbogazoasa 5l aqua carpatica",5.88,"apa plata naturala (bidon  plastic de 5000 ml) ",6.48,"apa minerala necarbogazoasa 5l aqua carpatica",101,5.99,"apa minerala necarbogazoasa 5l aqua carpatica",101,5.99,"apa minerala necarbogazoasa 5l aqua carpatica",101
"518","apa minerala naturala decarbogazificata partial harghitei 5l perla harghitei",4.59,"apa plata naturala (bidon  plastic de 5000 ml) ",5.19,"apa minerala naturala decarbogazificata partial harghitei 5l perla harghitei",101,4.69,"apa minerala naturala decarbogazificata partial harghitei 5l perla harghitei",101,4.69,"apa minerala naturala decarbogazificata partial harghitei 5l perla harghitei",101
"519","apa minerala necarbogazoasa 5l bucovina",5.34,"apa plata naturala (bidon  plastic de 5000 ml) ",6.04,"apa minerala necarbogazoasa 5l bucovina",101,2.49,"apa minerala necarbogazoasa 2l bucovina",97,2.49,"apa minerala necarbogazoasa 2l bucovina",97
"520","apa minerala naturala plata 5l zizin",4.11,"apa plata naturala (bidon  plastic de 5000 ml) ",4.79,"apa minerala naturala plata 5l zizin",101,4.39,"apa minerala naturala plata 5l zizin",101,4.39,"apa minerala naturala plata 5l zizin",101
"521","apa minerala carbogazoasa 1.5l bucovina",1.94,"apa minerala carbogazoasa  (sticla plastic de 1500 ml) ",2.59,"apa minerala carbogazoasa 1.5l bucovina",101,2.49,"apa minerala necarbogazoasa 2l bucovina",92,2,"apa minerala naturala carbogazoasa bucovina 1.5l",100
"522","apa minerala plata 5l aquatique",4.79,"apa plata naturala (bidon  plastic de 5000 ml) ",5.39,"apa minerala plata 5l aquatique",101,4.79,"apa minerala plata 5l aquatique",101,4.79,"apa minerala plata 5l aquatique",101
"523","apa minerala carbogazoasa 1.5l aqua carpatica",2.84,"apa minerala carbogazoasa  (sticla plastic de 1500 ml) ",3.14,"apa minerala carbogazoasa 1.5l aqua carpatica",101,2.99,"apa minerala carbogazoasa 1.5l aqua carpatica",101,2.99,"apa minerala carbogazoasa 1.5l aqua carpatica",101
"524","ceai de menta 20 pliculete 20x2g fares",1.83,"ceai instant (plic din hirtie  poroasa de 2 g) ",2.43,"ceai de menta 20 pliculete 20x2g fares",101,1.9,"ceai de menta 20 pliculete 20x2g fares",101,1.9,"ceai de menta 20 pliculete 20x2g fares",101
"525","ceai infuzie de macese si mar 20 plicuri 20x2g loyd",6.14,"ceai instant (plic din hirtie  poroasa de 2 g) ",6.74,"ceai infuzie de macese si mar 20 plicuri 20x2g loyd",101,6.69,"ceai infuzie de macese si mar 20 plicuri 20x2g loyd",101,6.69,"ceai infuzie de macese si mar 20 plicuri 20x2g loyd",101
"526","ceai infuzie de afine si mure 20 plicuri 20x2g loyd",6.35,"ceai instant (plic din hirtie  poroasa de 2 g) ",6.95,"ceai infuzie de afine si mure 20 plicuri 20x2g loyd",101,6.32,"ceai infuzie de afine si mure 20 plicuri 20x2g loyd",101,6.32,"ceai infuzie de afine si mure 20 plicuri 20x2g loyd",101
"527","ceai cu fructe de padure 20 plicuri 20x2g celmar",2.84,"ceai instant (plic din hirtie  poroasa de 2 g) ",3.3,"ceai cu fructe de padure 20 plicuri 20x2g celmar",101,2.89,"ceai cu fructe de padure 20 plicuri 20x2g celmar",101,2.89,"ceai cu fructe de padure 20 plicuri 20x2g celmar",101
"528","ceai verde ceaiurile lumii 20 plicuri 20x2g fares",2.63,"ceai instant (plic din hirtie  poroasa de 2 g) ",3.23,"ceai verde ceaiurile lumii 20 plicuri 20x2g fares",101,2.63,"ceai verde ceaiurile lumii 20 plicuri 20x2g fares",101,2.63,"ceai verde ceaiurile lumii 20 plicuri 20x2g fares",101
"529","ceai cu lamai verzi si portocale 20x2g fares",3.49,"ceai instant (plic din hirtie  poroasa de 2 g) ",4.09,"ceai cu lamai verzi si portocale 20x2g fares",101,3.18,"ceai cu lamai verzi si portocale 20x2g fares",101,3.18,"ceai cu lamai verzi si portocale 20x2g fares",101
"530","ceai cu afine si merisoare 20x2g fares",2.64,"ceai instant (plic din hirtie  poroasa de 2 g) ",2.23,"ceai cu afine si merisoare fares 40g",95,3.27,"ceai cu afine si merisoare 20x2g fares",101,3.27,"ceai cu afine si merisoare 20x2g fares",101
"531","ceai cu ghimbir si lamai verzi 20x2g fares",2.67,"ceai instant (plic din hirtie  poroasa de 2 g) ",3.27,"ceai cu ghimbir si lamai verzi 20x2g fares",101,3.11,"ceai cu ghimbir si lamai verzi 20x2g fares",101,3.11,"ceai cu ghimbir si lamai verzi 20x2g fares",101
"532","ceai cu multifructe 20 plicuri 20x2g celmar",2.96,"ceai instant (plic din hirtie  poroasa de 2 g) ",3.41,"ceai cu multifructe 20 plicuri 20x2g celmar",101,2.79,"ceai cu multifructe 20 plicuri 20x2g celmar",101,2.79,"ceai cu multifructe 20 plicuri 20x2g celmar",101
"533","ceai fructe de padure 20 plicuri x 2g 365",3.04,"ceai instant (plic din hirtie  poroasa de 2 g) ",3.34,"ceai fructe de padure 20 plicuri x 2g 365",101,8.02,"ceai fructe de padure 20 plicuri 20x1.6g lipton",88,8.02,"ceai fructe de padure 20 plicuri 20x1.6g lipton",88
"534","ceai fructele carpatilor aromfruct 20 plicuri 20x2g fares",2.55,"ceai instant (plic din hirtie  poroasa de 2 g) ",2.6,"ceai fructele carpatilor fares aromfruct 40g",95,2.6,"ceai fructele carpatilor aromfruct 20 plicuri 20x2g fares",101,2.6,"ceai fructele carpatilor aromfruct 20 plicuri 20x2g fares",101
"535","cereale cu scortisoara cini minis 250g nestle",5.66,"cereale pentru micul dejun  nestle"" - cutie carton""  225-350 g",6.59,"cereale cu scortisoara cini minis 250g nestle",101,5.7,"cereale cu scortisoara cini minis 250g nestle",101,5.7,"cereale cu scortisoara cini minis 250g nestle",101
"536","musli crocant cu miere vitalis 300g dr. oetker",8.79,"musli vitalis (cutie 300 g)  ",9.03,"musli crocant cu miere vitalis 300g dr. oetker",101,8.79,"musli crocant cu miere vitalis 300g dr. oetker",101,8.79,"musli crocant cu miere vitalis 300g dr. oetker",101
"537","cereale cu miere cheerios 250g nestle",5.8,"cereale pentru micul dejun  nestle"" - cutie carton""  225-350 g",6.59,"cereale cu miere cheerios 250g nestle",101,5.99,"cereale cu miere cheerios 250g nestle",101,5.99,"cereale cu miere cheerios 250g nestle",101
"538","musli crocant cu fulgi de ovaz si spelt,miere, ovaz expandat,nuci si cereale 350g delhaize",10.99,"cereale pentru micul dejun  nestle"" - cutie carton""  225-350 g",11.59,"musli crocant cu fulgi de ovaz si spelt,miere, ovaz expandat,nuci si cereale 350g delhaize",101,10.99,"musli crocant cu fulgi de ovaz si spelt,miere, ovaz expandat,nuci si cereale 350g delhaize",101,10.99,"musli crocant cu fulgi de ovaz si spelt,miere, ovaz expandat,nuci si cereale 350g delhaize",101
"539","cereale cu scortisoara mickey mouse 225g disney",4.77,"cereale pentru micul dejun  nestle"" - cutie carton""  225-350 g",5.37,"cereale cu scortisoara mickey mouse 225g disney",101,4.77,"cereale cu scortisoara mickey mouse 225g disney",101,4.77,"cereale cu scortisoara mickey mouse 225g disney",101
"540","cereale cu ciocolata nesquik 250g nestle",5.43,"cereale pentru micul dejun  nestle"" - cutie carton""  225-350 g",5.88,"cereale cu ciocolata nesquik 250g nestle",101,9.49,"cereale cu ciocolata nesquik 500g nestle",98,5.59,"nesquik cereale 250g",100
"541","fulgi de porumb de rontait 150g fortza",2.61,"fulgi de porumb - indigeni  (punga de 150 g) ",2.94,"fulgi de porumb de rontait 150g fortza",101,2.49,"fulgi de porumb de rontait 150g fortza",101,2.49,"fulgi de porumb de rontait 150g fortza",101
"542","cereale cu inele de miere disney 225 cerbona",4.77,"cereale pentru micul dejun  nestle"" - cutie carton""  225-350 g",5.37,"cereale cu inele de miere disney 225 cerbona",101,4.77,"cereale cu inele de miere disney 225 cerbona",101,4.77,"cereale cu inele de miere disney 225 cerbona",101
"543","fulgi de porumb 150g 365",1.99,"fulgi de porumb - indigeni  (punga de 150 g) ",2.59,"fulgi de porumb 150g 365",101,3.99,"fulgi de porumb 300g 365",92,3.99,"fulgi de porumb 300g 365",92
"544","cereale cu fulgi de cacao 500g viva",7.98,"cereale pentru micul dejun  nestle"" - cutie carton""  225-350 g",8.36,"cereale cu fulgi de cacao 500g viva",101,3.91,"cereale cu cacao viva 250g",89,7.94,"viva cereale 500g",100
"545","cereale cu ciocolata si vanilie nesquik 225g nestle",5.94,"cereale pentru micul dejun  nestle"" - cutie carton""  225-350 g",6.03,"cereale cu ciocolata si vanilie nesquik 225g nestle",101,9.49,"cereale cu ciocolata nesquik 500g nestle",93,9.49,"cereale cu ciocolata nesquik 500g nestle",93
"546","musli crocant cu banane vitalis 300g dr. oetker",9.09,"musli vitalis (cutie 300 g)  ",8.97,"musli crocant cu banane vitalis 300g dr. oetker",101,8.79,"musli crocant cu banane vitalis 300g dr. oetker",101,8.79,"musli crocant cu banane vitalis 300g dr. oetker",101
"547","cereale cu ciocolata chocapic 250g nestle",5.55,"cereale pentru micul dejun  nestle"" - cutie carton""  225-350 g",6.59,"cereale cu ciocolata chocapic 250g nestle",101,5.7,"cereale cu ciocolata chocapic 250g nestle",101,5.7,"cereale cu ciocolata chocapic 250g nestle",101
"548","musli cu fructe vitalis 300g dr. oetker",9.64,"musli vitalis (cutie 300 g)  ",9.65,"musli cu fructe vitalis 300g dr. oetker",101,9,"musli cu fructe dr. oetker vitalis 300g",100,8.4,"musli cu fructe dr. oetker vitalis 300g",100
"549","praline cu coniac si suc de cirese 150g madame pompadour",6.57,"bomboane de ciocolata la cutie  (150-200 g) ",7.3,"praline cu coniac si suc de cirese 150g madame pompadour",101,6.8,"praline cu coniac si suc de cirese 150g madame pompadour",101,6.8,"praline cu coniac si suc de cirese 150g madame pompadour",101
"550","trufe belgiene cu cafea 175g bianca",10.49,"bomboane de ciocolata la cutie  (150-200 g) ",11.09,"trufe belgiene cu cafea 175g bianca",101,10.49,"trufe belgiene cu portocale 175g bianca",91,10.49,"trufe belgiene cu portocale 175g bianca",91
"551","praline black excelcium 180g hamlet",9.52,"bomboane de ciocolata la cutie  (150-200 g) ",22.92,"praline clasic lindt 125g",60,8.89,"praline black excelcium 180g hamlet",101,8.89,"praline black excelcium 180g hamlet",101
"552","praline ciocolata amaruie cu umplutura de cirese&lichior olia boero 155g rovelli",11.99,"bomboane de ciocolata la cutie  (150-200 g) ",12.59,"praline ciocolata amaruie cu umplutura de cirese&lichior olia boero 155g rovelli",101,11.99,"praline ciocolata amaruie cu umplutura de cirese&lichior olia boero 155g rovelli",101,11.99,"praline ciocolata amaruie cu umplutura de cirese&lichior olia boero 155g rovelli",101
"553","praline ciocolata cu lapte olia cappuccino 160g rovelli",11.99,"bomboane de ciocolata la cutie  (150-200 g) ",12.59,"praline ciocolata cu lapte olia cappuccino 160g rovelli",101,11.99,"praline ciocolata cu lapte olia cappuccino 160g rovelli",101,11.99,"praline ciocolata cu lapte olia cappuccino 160g rovelli",101
"554","praline de ciocolata cu alune caramelizate moments 142g heidi",14.92,"bomboane de ciocolata la cutie  (150-200 g) ",18.07,"praline de ciocolata cu alune caramelizate moments 142g heidi",101,15,"praline din ciocolata cu lapte si alune de padure heidi moments 142g",88,15,"praline din ciocolata cu lapte si alune de padure heidi moments 142g",88
"555","praline dark & cherry bouquete 120g heidi",10.36,"bomboane de ciocolata la cutie  (150-200 g) ",11.23,"praline dark & cherry bouquete 120g heidi",101,10.36,"praline dark & cherry bouquete 120g heidi",101,10.36,"praline dark & cherry bouquete 120g heidi",101
"556","praline din ciocolata amaruie cu cirese cherry bouquete 155g heidi",12.55,"bomboane de ciocolata la cutie  (150-200 g) ",12.94,"praline din ciocolata amaruie cu cirese cherry bouquete 155g heidi",101,12.88,"praline din ciocolata amaruie cu cirese cherry bouquete 155g heidi",101,12.88,"praline din ciocolata amaruie cu cirese cherry bouquete 155g heidi",101
"557","praline de ciocolata cu fructe si alune signature 180g heidi",27.3,"bomboane de ciocolata la cutie  (150-200 g) ",27.77,"praline de ciocolata cu fructe si alune signature 180g heidi",101,4.55,"joe ciocolata 180g",88,4.55,"joe ciocolata 180g",88
"558","praline de ciocolata amaruie cu cirese moments 150g heidi",14.5,"bomboane de ciocolata la cutie  (150-200 g) ",16.71,"praline de ciocolata amaruie cu cirese moments 150g heidi",101,15,"praline din ciocolata amaruie cu cirese heidi moments 150g",97,15,"praline din ciocolata amaruie cu cirese heidi moments 150g",97
"559","praline de ciocolata thank you 150g milka",10.79,"bomboane de ciocolata la cutie  (150-200 g) ",15.01,"praline de ciocolata thank you 150g milka",101,14.41,"praline de ciocolata thank you 150g milka",101,14.41,"praline de ciocolata thank you 150g milka",101
"560","praline cu varietati de lichior liqueurs de france 155g abtey",39.99,"bomboane de ciocolata la cutie  (150-200 g) ",40.59,"praline cu varietati de lichior liqueurs de france 155g abtey",101,36.76,"praline cu cirese in lichior 290g magnat",62,36.76,"praline cu cirese in lichior 290g magnat",62
"561","praline red excelcium 180g hamlet",10.99,"bomboane de ciocolata la cutie  (150-200 g) ",2.2,"pate de porc hame 80g",59,24.46,"praline ferrero collection 172g",59,20.06,"elmas migdale prajite 180g",58
"562","bautura racoritoare carbogazoasa 2 sticle 2x2l coca-cola",8,"coca-cola (sticla din plastic  de 2000 ml) ",8.6,"bautura racoritoare carbogazoasa 2 sticle 2x2l coca-cola",101,8.13,"bautura racoritoare carbogazoasa 2 sticle 2x2l coca-cola",101,8.13,"bautura racoritoare carbogazoasa 2 sticle 2x2l coca-cola",101
"563","bautura racoritoare carbogazoasa 2 bucati 2x2.25l pepsi",8.39,"pepsi-cola (sticla din plastic  de 1250 ml) ",8.99,"bautura racoritoare carbogazoasa 2 bucati 2x2.25l pepsi",101,4.99,"bautura racoritoare carbogazoasa max 2.5l pepsi",92,4.5,"bautura racoritoare carbogazoasa 7up 2.25l",95
"564","bautura racoritoare carbogazoasa zero 2l coca-cola",4.73,"coca-cola (sticla din plastic  de 2000 ml) ",5.49,"bautura racoritoare carbogazoasa zero 2l coca-cola",101,4.78,"bautura racoritoare carbogazoasa zero 2l coca-cola",101,4.78,"bautura racoritoare carbogazoasa zero 2l coca-cola",101
"565","bautura racoritoare carbogazoasa 2.5l pepsi",5.42,"pepsi-cola (sticla din plastic  de 1250 ml) ",5.92,"bautura racoritoare carbogazoasa 2.5l pepsi",101,4.99,"bautura racoritoare carbogazoasa 2.5l pepsi",101,4.99,"bautura racoritoare carbogazoasa 2.5l pepsi",101
"566","bautura racoritoare carbogazoasa twist lemon 2 bucati x2.25l pepsi",8.73,"pepsi-cola (sticla din plastic  de 1250 ml) ",9.33,"bautura racoritoare carbogazoasa twist lemon 2 bucati x2.25l pepsi",101,4.99,"bautura racoritoare carbogazoasa max 2.5l pepsi",92,4.01,"pepsi twist 2.25l",100
"567","bautura racoritoare necarbogazoasa cu aroma de lamaie 0.5l nestea",2.93,"bautura racoritoare,  neacidulata, tip prigat  (500 ml)",3.41,"bautura racoritoare necarbogazoasa cu aroma de lamaie 0.5l nestea",101,4.29,"bautura racoritoare necarbogazoasa cu aroma de lamaie 1.5l nestea",98,4.29,"bautura racoritoare necarbogazoasa cu aroma de lamaie 1.5l nestea",98
"568","bautura racoritoare carbogazoasa cu suc de grapefruit roz 2.5l frutti fresh",5.03,"frutti fresh (sticla plastic  de 500 ml) ",4.05,"bautura racoritoare carbogazoasa cu aroma de grapefruit roz frutti fresh 2l",94,5.69,"bautura racoritoare carbogazoasa 2.5l sprite",91,3.78,"bautura racoritoare carbogazoasa cu aroma de grapefruit roz frutti fresh 2l",94
"569","bautura racoritoare necarbogazoasa cu aroma de piersica 0.5l nestea",2.85,"pepsi-cola (sticla din plastic  de 1250 ml) ",4.85,"bautura racoritoare necarbogazoasa cu aroma de piersica 1.5l nestea",99,4.29,"bautura racoritoare necarbogazoasa cu aroma de piersica 1.5l nestea",99,4.29,"bautura racoritoare necarbogazoasa cu aroma de piersica 1.5l nestea",99
"570","bautura racoritoare carbogazoasa light 2.5l pepsi",5.89,"pepsi-cola (sticla din plastic  de 1250 ml) ",6.42,"bautura racoritoare carbogazoasa light 2.5l pepsi",101,4.99,"bautura racoritoare carbogazoasa light 2.5l pepsi",101,4.99,"bautura racoritoare carbogazoasa light 2.5l pepsi",101
"571","bautura racoritoare necarbonatata cu aroma de zmeura ice tea 1.5l lipton",4.66,"ice tea (sticla plastic de  1500 ml) ",4.29,"bautura racoritoare necarbonatata cu aroma de zmeura ice tea 1.5l lipton",101,4.22,"lipton ice tea cu zmeura 1,5l",100,4.24,"lipton ice tea zmeura 1.5l",100
"572","bautura racoritoare carbogazoasa cu lime 2l coca-cola",4.83,"coca-cola (sticla din plastic  de 2000 ml) ",4.35,"bautura racoritoare carbogazoasa coca cola 2l",100,11.94,"bautura racoritoare carbogazoasa cu suc de lime 6 doze 6x0.33l coca-cola",97,4.25,"bautura racoritoare carbogazoasa coca-cola lime 2l",100
"573","bautura racoritoare necarbonatata cu aroma de ceai verde ice tea 1.5l lipton",4.37,"ice tea (sticla plastic de  1500 ml) ",4.35,"lipton ice tea ceai verde 1.5l",100,4.22,"lipton ice tea cu ceai verde 1,5l",100,4.24,"lipton ice tea ceai verde 1.5l",100
"574","bautura racoritoare necarbonatata cu aroma de lamaie ice tea 1.5l lipton",4.37,"ice tea (sticla plastic de  1500 ml) ",4.35,"lipton ice tea lamaie 1.5l",100,4.45,"lipton ice tea cu lamaie 1,5l",100,4.24,"lipton ice tea lamaie 1.5l",100
"575","bere blonda 2.5l ciucas",6.19,"bere blonda (sticla plastic  2-2,5 l) ",7.44,"bere blonda 2.5l ciucas",101,7.14,"bere blonda 2.5l ciucas",101,7.14,"bere blonda 2.5l ciucas",101
"576","bere pils 0.5l 365",1.64,"bere la cutie de 500 ml  ",2.24,"bere pils 0.5l 365",101,1.64,"bere pils 0.5l 365",101,1.64,"bere pils 0.5l 365",101
"577","bere blonda fara alcool 0.5l bergenbier",2.28,"bere fara alcool (cutie de 500  ml) ",2.88,"bere blonda fara alcool 0.5l bergenbier",101,2.54,"bere blonda fara alcool 0.5l bergenbier",101,2.54,"bere blonda fara alcool 0.5l bergenbier",101
"578","bere neagra 0.5l silva",3.59,"bere la cutie de 500 ml  ",4.59,"bere neagra 0.5l silva",101,3.65,"bere neagra 0.5l silva",101,3.65,"bere neagra 0.5l silva",101
