"","nume","pret_aug","nomenclator","pret_sept","nume_sept","scor_aug_sept","pret_oct","nume_oct","scor_aug_oct","pret_noi","nume_noi","scor_aug_noi"
"100","hering in sos tomat king oscar 170g","504 Lei/bucata","hering in sos tomat (cutie de  140-200 g) ","640 Lei/bucata","hering in sos tomat king oscar 170g",101,"640 Lei/bucata","hering in sos tomat king oscar 170g",101,"640 Lei/bucata","hering in sos tomat king oscar 170g",101
"101","iaurt cu fructe de padure danone nutriday delicios 125g","125 Lei/bucata","iaurt cu fructe (125 g)  ","120 Lei/bucata","iaurt cu fructe de padure danone nutriday delicios 125g",101,"125 Lei/bucata","iaurt cu fructe de padure danone nutriday delicios 125g",101,"125 Lei/bucata","iaurt cu fructe de padure danone nutriday delicios 125g",101
"102","iaurt de baut natur activia 320g","259 Lei/bucata","iaurt de baut (pahar 320 -  350 g) ","259 Lei/bucata","iaurt de baut natur activia 320g",101,"253 Lei/bucata","iaurt de baut natur activia 320g",101,"253 Lei/bucata","iaurt de baut natur activia 320g",101
"103","iaurt natural campina 2.8% grasime 150g","155 Lei/bucata","iaurt (pahar plastic  150-200 ml) ","150 Lei/bucata","iaurt natural campina 2.8% grasime 150g",101,"155 Lei/bucata","iaurt natural campina 2.8% grasime 150g",101,"335 Lei/bucata","iaurt natural campina 2.8% grasime 375g",95
"104","inima de porc per kg","799 Lei/kg","inima de porc  ","749 Lei/kg","inima de porc per kg",101,"1200 Lei/kg","inima feliata de vita per kg",86,"1200 Lei/kg","inima feliata de vita per kg",86
"105","jambon porc angst per kg","3160 Lei/kg","jambon porc, afumat  ","3160 Lei/kg","jambon porc angst per kg",101,"3160 Lei/kg","jambon porc angst per kg",101,"3160 Lei/kg","jambon porc angst per kg",101
"106","kaiser afumat fox per kg","2990 Lei/kg","kaiser  ","2970 Lei/kg","kaiser afumat fox per kg",101,"2990 Lei/kg","kaiser afumat fox per kg",101,"3490 Lei/kg","kaiser afumat fox per kg",101
"107","kefir caucazian milli 3.5% grasime 330g","475 Lei/bucata","kefir (pahar plastic  375-450 g) ","470 Lei/bucata","kefir caucazian milli 3.5% grasime 330g",101,"475 Lei/bucata","kefir caucazian milli 3.5% grasime 330g",101,"475 Lei/bucata","kefir caucazian milli 3.5% grasime 330g",101
"108","ketchup dulce tomi 350g","439 Lei/bucata","sos tomat (ketchup) pentru  garnituri - tip tomi topway""""  (recipient plastic de 350 g)","369 Lei/bucata","ketchup dulce tomi 350g",101,"439 Lei/bucata","ketchup dulce tomi 350g",101,"439 Lei/bucata","ketchup dulce tomi 350g",101
"109","lamai","799 Lei/kg","lamii  ","8.99 Lei/buc 17.98 kilogram","lamai eco 500g",100,"12.99 Lei/buc 25.98 kilogram","lamai eco 500g",100,"699 Lei/kg","lamai",101
"110","lapte batut covalact 2% grasime 900g","488 Lei/bucata","lapte batut (sticla plastic  800-1000 g) ","488 Lei/bucata","lapte batut covalact 2% grasime 900g",101,"552 Lei/bucata","lapte batut covalact 2% grasime 900g",101,"538 Lei/bucata","lapte batut covalact 2% grasime 900g",101
"111","lapte integral milli 3.5% grasime 1l","460 Lei/bucata","lapte de vaca, uht, cu grasime  3,5% (la dorna""  ""fulga""","472 Lei/bucata","lapte integral milli 3.5% grasime 1l",101,"465 Lei/bucata","lapte integral milli 3.5% grasime 1l",101,"465 Lei/bucata","lapte integral milli 3.5% grasime 1l",101
"112","lapte praf integral raraul 26% grasime 500g","1680 Lei/bucata","lapte praf (punga metalizata  de 250-500 g) ","1680 Lei/bucata","lapte praf integral raraul 26% grasime 500g",101,"1680 Lei/bucata","lapte praf integral raraul 26% grasime 500g",101,"1680 Lei/bucata","lapte praf integral raraul 26% grasime 500g",101
"113","lapte semidegresat ladorna 1.5% grasime 1l","430 Lei/bucata","lapte de vaca, degresat  (1,5-1,8%) ","355 Lei/bucata","lapte semidegresat oke 1.5% grasime 1l",94,"430 Lei/bucata","lapte semidegresat ladorna 1.5% grasime 1l",101,"450 Lei/bucata","lapte semidegresat ladorna 1.5% grasime 1l",101
"114","lapte uht degresat fulga 0.1% grasime 1l","410 Lei/bucata","lapte 0,1% grasime (cutie  carton) ","370 Lei/bucata","lapte uht degresat fulga 0.1% grasime 1l",101,"420 Lei/bucata","lapte uht degresat fulga 0.1% grasime 1l",101,"440 Lei/bucata","lapte uht degresat fulga 0.1% grasime 1l",101
"115","lapte uht degresat ladorna 0.1% grasime 1l","450 Lei/bucata","lapte 0,1% grasime (cutie  carton) ","450 Lei/bucata","lapte uht degresat ladorna 0.1% grasime 1l",101,"475 Lei/bucata","lapte uht degresat ladorna 0.1% grasime 1l",101,"475 Lei/bucata","lapte uht degresat ladorna 0.1% grasime 1l",101
"116","lapte uht integral fulga 3.5% grasime 1l","469 Lei/bucata","lapte de vaca, uht, cu grasime  3,5% (la dorna""  ""fulga""","469 Lei/bucata","lapte uht integral fulga 3.5% grasime 1l",101,"469 Lei/bucata","lapte uht integral fulga 3.5% grasime 1l",101,"469 Lei/bucata","lapte uht integral fulga 3.5% grasime 1l",101
"117","lapte uht integral ladorna 3.5% grasime 1l","439 Lei/bucata","lapte de vaca, uht, cu grasime  3,5% (la dorna""  ""fulga""","447 Lei/bucata","lapte uht integral ladorna 3.5% grasime 1l",101,"473 Lei/bucata","lapte uht integral ladorna 3.5% grasime 1l",101,"484 Lei/bucata","lapte uht integral ladorna 3.5% grasime 1l",101
"118","limba de porc per kg","1399 Lei/kg","limba de porc, fara slung  ","1399 Lei/kg","limba de porc per kg",101,"899 Lei/kg","rasol de porc per kg",82,"899 Lei/kg","rasol de porc per kg",82
"119","macaroane baneasa 500g","307 Lei/bucata","macaroane (pachet de 500 g)  ","215 Lei/bucata","macaroane baneasa 500g",101,"307 Lei/bucata","macaroane baneasa 500g",101,"307 Lei/bucata","macaroane baneasa 500g",101
"120","macrou afumat carrefour 150g","499 Lei/bucata","macrou oceanic, afumat  ","499 Lei/bucata","macrou afumat carrefour 150g",101,"739 Lei/bucata","fileuri de macrou afumat carrefour 150g",100,"739 Lei/bucata","fileuri de macrou afumat carrefour 150g",100
"121","malai extra boromir 1kg","350 Lei/bucata","malai extra indigen -  preambalat ","299 Lei/bucata","malai extra boromir 1kg",101,"299 Lei/bucata","malai extra boromir 1kg",101,"299 Lei/bucata","malai extra boromir 1kg",101
"122","margarina delma sandvis 20% grasime 250g","210 Lei/bucata","margarina - cutie plastic  250 g (wiesana, delma) ","210 Lei/bucata","margarina delma sandvis 20% grasime 250g",101,"210 Lei/bucata","margarina delma sandvis 20% grasime 250g",101,"210 Lei/bucata","margarina delma sandvis 20% grasime 250g",101
"123","margarina delma sandvis 20% grasime 500g","329 Lei/bucata","margarina (cutie plastic de  500 g) ","319 Lei/bucata","margarina delma sandvis 20% grasime 500g",101,"329 Lei/bucata","margarina delma sandvis 20% grasime 500g",101,"329 Lei/bucata","margarina delma sandvis 20% grasime 500g",101
"124","margarina unirea original 60% grasime 250g","250 Lei/bucata","margarina - indigena (pachet  de 250 g) ","230 Lei/bucata","margarina unirea original 60% grasime 250g",101,"250 Lei/bucata","margarina unirea original 60% grasime 250g",101,"250 Lei/bucata","margarina unirea original 60% grasime 250g",101
"125","masline negre colosal defne per kg","2365 Lei/kg","masline negre - cal. i  ","2090 Lei/kg","masline negre colosal defne per kg",101,"2365 Lei/kg","masline negre colosal defne per kg",101,"22.91 Lei/kilogram","defne masline negre colosal kg",100
"126","mere golden per kg","439 Lei/kg","mere  ","439 Lei/kg","mere golden per kg",101,"499 Lei/Kg","mere golden kg gusturi romanesti",88,"439 Lei/kg","mere golden per kg",101
"127","miere poliflora albina carpatina 400g","1050 Lei/bucata","miere poliflora - calitate  superioara (borcan de 350-  500 ml)","1000 Lei/bucata","miere poliflora albina carpatina 400g",101,"1050 Lei/bucata","miere poliflora albina carpatina 400g",101,"1050 Lei/bucata","miere poliflora albina carpatina 400g",101
"128","mozzarella fresca delaco 400g","1550 Lei/bucata","mozzarella delaco (cca. 400 g)  ","1370 Lei/bucata","mozzarella fresca delaco 400g",101,"1550 Lei/bucata","mozzarella fresca delaco 400g",101,"1550 Lei/bucata","mozzarella fresca delaco 400g",101
"129","muschi file campofrio per kg","3390 Lei/kg","muschi file  ","3145 Lei/kg","muschi file campofrio per kg",101,"3390 Lei/kg","muschi file campofrio per kg",101,"3390 Lei/kg","muschi file campofrio per kg",101
"130","muschi tiganesc campofrio per kg","3590 Lei/kg","muschi tiganesc  ","3120 Lei/kg","muschi tiganesc campofrio per kg",101,"3590 Lei/kg","muschi tiganesc campofrio per kg",101,"7221 Lei/kg","muschi tiganesc aurora per kg",86
"131","musli crocant cu fructe dr. oetker vitalis 300g","900 Lei/bucata","musli vitalis (cutie 300 g)  ","775 Lei/bucata","musli crocant cu fructe dr. oetker vitalis 300g",101,"900 Lei/bucata","musli crocant cu fructe dr. oetker vitalis 300g",101,"840 Lei/bucata","musli crocant cu fructe dr. oetker vitalis 300g",101
"132","mustar de masa 280g","130 Lei/bucata","mustar de masa, simplu (200-  300 g) ","109 Lei/bucata","mustar de masa 280g",101,"130 Lei/bucata","mustar de masa 280g",101,"130 Lei/bucata","mustar de masa 280g",101
"133","napolitane cu cacao si rom joe 42g","115 Lei/bucata","napolitane joe"" alfers"", - pachet de 40-60 g"" ","115 Lei/bucata","napolitane cu cacao si rom joe 42g",101,"125 Lei/bucata","napolitane cu cacao si rom joe 42g",101,"125 Lei/bucata","napolitane cu cacao si rom joe 42g",101
"134","nectarine per kg","499 Lei/kg","nectarine  ","659","nectarine kg (vrac)",86,"3599 Lei/kg","carpaccio per kg",69,"3599 Lei/kg","carpaccio per kg",69
"135","orez bob lung extra carrefour 1kg","527 Lei/bucata","orez cu bob lung, preambalat  ","499 Lei/bucata","orez bob lung extra carrefour 1kg",101,"527 Lei/bucata","orez bob lung extra carrefour 1kg",101,"527 Lei/bucata","orez bob lung extra carrefour 1kg",101
"136","orez bob lung prefiert carrefour 1kg","527 Lei/bucata","orez prefiert  ","527 Lei/bucata","orez bob lung prefiert carrefour 1kg",101,"527 Lei/bucata","orez bob lung prefiert carrefour 1kg",101,"527 Lei/bucata","orez bob lung prefiert carrefour 1kg",101
"137","orez bob rotund carrefour 1kg","489 Lei/bucata","orez cu bob rotund, preambalat  ","419 Lei/bucata","orez bob rotund carrefour 1kg",101,"439 Lei/bucata","orez bob rotund carrefour 1kg",101,"489 Lei/bucata","orez bob rotund carrefour 1kg",101
"138","otet alimentar din vin vincon romania 1l","330 Lei/bucata","otet alimentar de 9 grade  (sticla plastic de 1000 ml) ","325 Lei/bucata","otet alimentar din vin vincon romania 1l",101,"290 Lei/bucata","otet alimentar din vin vincon romania 1l",101,"330 Lei/bucata","otet alimentar din vin vincon romania 1l",101
"139","otet de mere si vin vincon vrancea 500ml","260 Lei/bucata","otet de mere (sticla plastic  de 500 ml) ","239 Lei/bucata","otet de mere si vin vincon vrancea 500ml",101,"260 Lei/bucata","otet de mere si vin vincon vrancea 500ml",101,"260 Lei/bucata","otet de mere si vin vincon vrancea 500ml",101
"140","oua proaspete m 53-63g din ograda 10 bucati","739 Lei/bucata","oua de la gaini crescute la  sol (cod 1, marime m) ","649 Lei/bucata","oua proaspete m 53-63g din ograda 10 bucati",101,"739 Lei/bucata","oua proaspete m 53-63g din ograda 10 bucati",101,"1425 Lei/bucata","oua proaspete m 53-63g toneli 20 bucati",85
"141","paine alba fulgi cartofi carrefour 500g","190 Lei/bucata","piine alba cu cartofi  ","190 Lei/bucata","paine alba fulgi cartofi carrefour 500g",101,"190 Lei/bucata","paine alba fulgi cartofi carrefour 500g",101,"190 Lei/bucata","paine alba fulgi cartofi carrefour 500g",101
"142","paine alba rotunda carrefour 1kg","270 Lei/bucata","piine alba simpla  ","270 Lei/bucata","paine alba rotunda carrefour 1kg",101,"270 Lei/bucata","paine alba rotunda carrefour 1kg",101,"270 Lei/bucata","paine alba rotunda carrefour 1kg",101
"143","paine cu faina neagra carrefour 300g","299 Lei/bucata","piine neagra simpla, format  rotund, oval sau lung ","290 Lei/bucata","paine cu faina neagra carrefour 300g",101,"209 Lei/bucata","faina neagra de grau carrefour 1kg",79,"349 Lei/bucata","paine cu faina integrala, feliata carrefour 600g",82
"144","paine din faina integrala de grau vel pitar 500g","319 Lei/bucata","piine semialba (intermediara,  integrala) ","299 Lei/bucata","paine din faina integrala de grau vel pitar 500g",101,"319 Lei/bucata","paine din faina integrala de grau vel pitar 500g",101,"319 Lei/bucata","paine din faina integrala de grau vel pitar 500g",101
"145","paine taraneasca feliata vel pitar 500g","329 Lei/bucata","piine feliata (pachet celofan)  ","319 Lei/bucata","paine taraneasca feliata vel pitar 500g",101,"329 Lei/bucata","paine taraneasca feliata vel pitar 500g",101,"329 Lei/bucata","paine taraneasca feliata vel pitar 500g",101
"146","parizer taranesc porc aldis per kg","1750 Lei/kg","parizer din carne de vita sau  porc ","1990 Lei/kg","parizer taranesc porc aldis per kg",101,"1750 Lei/kg","parizer taranesc porc aldis per kg",101,"1750 Lei/kg","parizer taranesc porc aldis per kg",101
"147","parizer taranesc pui aldis per kg","1860 Lei/kg","parizer de pasare  ","1550 Lei/kg","parizer taranesc pui aldis per kg",101,"1860 Lei/kg","parizer taranesc pui aldis per kg",101,"1860 Lei/kg","parizer taranesc pui aldis per kg",101
"148","paste alimentare nr. 5 barilla spaghetti 500g","522 Lei/bucata","spaghetti - indigene (pachet  de 400-500 g) ","419 Lei/bucata","paste alimentare nr. 5 barilla spaghetti 500g",101,"522 Lei/bucata","paste alimentare nr. 5 barilla spaghetti 500g",101,"522 Lei/bucata","paste alimentare nr. 5 barilla spaghetti 500g",101
"149","paste fainoase elice pambac 400g","280 Lei/bucata","paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -","275 Lei/bucata","elice pambac 400g",100,"280 Lei/bucata","paste fainoase elice pambac 400g",101,"280 Lei/bucata","paste fainoase elice pambac 400g",101
"150","pastrama de casa campofrio per kg","2663 Lei/kg","pastrama de porc  ","2663 Lei/kg","pastrama de casa campofrio per kg",101,"2663 Lei/kg","pastrama de casa campofrio per kg",101,"2663 Lei/kg","pastrama de casa campofrio per kg",101
"151","pate de ficat meda 150g","290 Lei/bucata","pate ficat, in forma de salam  ","250 Lei/bucata","pate de ficat meda 150g",101,"329 Lei/bucata","pate de ficat meda 150g",101,"329 Lei/bucata","pate de ficat meda 150g",101
"152","pate de porc sadu 100g","170 Lei/bucata","pate ficat (cutie de 100 g)  ","150 Lei/bucata","pate de porc sadu 100g",101,"170 Lei/bucata","pate de porc sadu 100g",101,"170 Lei/bucata","pate de porc sadu 100g",101
"153","pate de pui bucegi 200g","358 Lei/bucata","pate ficat (cutie de 200 g)  ","337 Lei/bucata","pate de pui bucegi 200g",101,"383 Lei/bucata","pate de pui bucegi 200g",101,"383 Lei/bucata","pate de pui bucegi 200g",101
"154","pate vegetal original mandy 200g","359 Lei/bucata","pate vegetal (cutie de 200 g)  ","399 Lei/bucata","pate vegetal original mandy 200g",101,"359 Lei/bucata","pate vegetal original mandy 200g",101,"392 Lei/bucata","pate vegetal original mandy 200g",101
"155","pesmet alb titan 500g","310 Lei/bucata","pesmet alb (punga de 500 g)  ","310 Lei/bucata","pesmet alb titan 500g",101,"310 Lei/bucata","pesmet alb titan 500g",101,"310 Lei/bucata","pesmet alb titan 500g",101
"156","piept de manzat cu os per kg","1899 Lei/kg","carne vita, minzat cu os (cap  de piept, piept, rasoale) ","1899 Lei/kg","piept de manzat cu os per kg",101,"1899 Lei/kg","piept de manzat cu os per kg",101,"1899 Lei/kg","piept de manzat cu os per kg",101
"157","piept de pui cu os cu piele agricola puiul fericit per kg","2099 Lei/kg","piept pasare,cu os, preambalat  ","2099 Lei/kg","piept de pui cu os cu piele agricola puiul fericit per kg",101,"2099 Lei/kg","piept de pui cu os cu piele agricola puiul fericit per kg",101,"2099 Lei/kg","piept de pui cu os cu piele agricola puiul fericit per kg",101
"158","piept de pui la gratar carrefour produse din pui 210g","849 Lei/bucata","piept pui la gratar (cutie  200-250 g) ","8.57 Lei/buc 40.81 kilogram","daniela's piept de pui 210g",77,"872 Lei/bucata","piept de pui la gratar carrefour produse din pui 210g",101,"969 Lei/bucata","piept de pui la gratar carrefour produse din pui 210g",101
"159","piersici import per kg","399 Lei/bucata","piersici  ","7.99 Lei/kilogram","piersici plate kg",79,"4.39 Lei/buc 2.20 litru","ciao piersici 2l",67,"599 Lei/kg","piersici plate import per kg",100
"160","piper negru boabe galeo 17g","180 Lei/bucata","piper negru, boabe (plic de  10-20 g) ","160 Lei/bucata","piper negru boabe galeo 17g",101,"160 Lei/bucata","piper negru boabe galeo 17g",101,"160 Lei/bucata","piper negru boabe galeo 17g",101
"161","pipote si inimi de pui fragedo per kg","1050 Lei/bucata","pipote si inimi de pui si  gaina, preambalate ","999 Lei/kg","pui grill fragedo per kg",86,"1050 Lei/bucata","pipote si inimi de pui fragedo per kg",101,"1299 Lei/kg","pipote si inimi de pui coco rico per kg",88
"162","portocale, per kg","649 Lei/kg","portocale  ","499 Lei/kg","portocale per kg",100,"20.99 Lei/buc 20.99 kilogram","portocale plasa eco 1 kg",86,"699 Lei/kg","portocale, per kg",101
"163","porumb boabe bonduelle 340g","555 Lei/bucata","porumb boabe (cutie 250-425 g)  ","555 Lei/bucata","porumb boabe bonduelle 340g",101,"555 Lei/bucata","porumb boabe bonduelle 340g",101,"555 Lei/bucata","porumb boabe bonduelle 340g",101
"164","praf de budinca cu gust de vanilie dr.oetker original pudding 40g","090 Lei/bucata","praf de budinca (plic de cca.  40 g) ","110 Lei/bucata","praf de budinca cu gust de vanilie dr.oetker original pudding 40g",101,"095 Lei/bucata","praf de budinca cu gust de vanilie dr.oetker original pudding 40g",101,"095 Lei/bucata","praf de budinca cu gust de vanilie dr.oetker original pudding 40g",101
"165","praf de copt ruf 15g","031 Lei/bucata","praf de copt (ruff""  ""dr.""  oetker) (plic 10 g)""","031 Lei/bucata","praf de copt ruf 15g",101,"029 Lei/buc","praf de copt 10g 365",80,"122 Lei/bucata","praf de copt ruf 15g",101
"166","praf de spuma pentru deserturi cu gust de frisca dr.oetker 48g","175 Lei/bucata","praf de frisca dr. oetker""""  (pachet de 48 g) ","179 Lei/bucata","praf de spuma pentru deserturi cu gust de frisca dr.oetker 48g",101,"170 Lei/bucata","praf de spuma pentru deserturi cu gust de frisca dr.oetker 48g",101,"170 Lei/bucata","praf de spuma pentru deserturi cu gust de frisca dr.oetker 48g",101
